"","Broadleaved woodland","Coniferous Woodland","Arable and Horticulture","Improved Grassland","Neutral Grassland","Calcareous Grassland","Acid grassland","Fen, Marsh and Swamp","Freshwater","Mountain_Heath_Bog","UrbanSuburban","MEM1","MEM2","MEM3","MEM4","MEM5","MEM6","MEM7","MEM8","MEM9","MEM10"
"SO80",15.72,0.16,8.26,57.19,0,4.99,0,0,0.1,0.12,13.67,-0.306078856490891,0.0720609947455475,0.418349113275804,1.28522301589135,-1.25210826349555,-1.24179390166678,-1.09567649837823,-0.812267339532553,-0.356918501504737,-0.448899774183083
"SO81",6.15,0.01,13.26,49.42,1.42,0.48,0,0,0.74,0.21,28.39,-0.314180905277574,0.0445262054278388,0.290928324016438,1.35057957300116,-1.35473449491299,-1.35330392070804,-1.1973278517832,-0.888928408354891,-0.390816685463647,-0.509225392594725
"SO82",1.84,0.02,27.26,51.42,11.11,0,0,0.07,1.29,0.03,7.18,-0.318695292222846,0.0275037207001158,0.189410699156025,1.40825737086082,-1.44829720951463,-1.45547366544783,-1.29062473108029,-0.959350696984916,-0.421966360206663,-0.565545782972719
"SO83",2.26,0.01,30.45,56.33,7.21,0,0,0,1.27,0.02,2.59,-0.321210934535781,0.0169801067553816,0.108545393625651,1.45791710056376,-1.53216129492902,-1.54759190212216,-1.37491124640406,-1.02303686600119,-0.450147071728864,-0.617421714639521
"SO84",4.64,0.34,42.43,45.32,3.32,0,0,0,1.02,0.07,3.02,-0.322613028377561,0.0104742032128535,0.0441499676729452,1.49926616668934,-1.6057569835899,-1.6290168633431,-1.44959439962307,-1.07953681003307,-0.475159229118934,-0.664448389379142
"SO85",2.26,0,23.95,47.31,2.14,0,0,0,0.79,0.01,23.74,-0.323394712326668,0.00645211967895165,-0.00710600995667764,1.53206043643425,-1.66858375485809,-1.69918075162699,-1.5141482855418,-1.12845086073041,-0.496825527791028,-0.706258614856061
"SO86",5.71,0.26,45.76,36.27,2.07,0,0,0.02,1.21,0.05,8.86,-0.323830692711105,0.00396558057156051,-0.0478732711903847,1.55610570692618,-1.72021377176835,-1.75759373306114,-1.56811782604928,-1.1694326370179,-0.514992216531522,-0.742525687574663
"SO87",8.58,0.65,38.96,27.38,0.98,0,0,0.62,0.64,0.08,22.33,-0.324073962324052,0.00242834576269591,-0.0802599875237121,1.57125888175109,-1.76029482858254,-1.80384739278184,-1.61112201048477,-1.20219152214481,-0.529530199234525,-0.772965962620542
"SO88",13.15,3.85,38.63,25.71,1.68,0,0,0.12,0.14,0.1,16.91,-0.324209665911236,0.00147799103333677,-0.105940835667316,1.57742884941539,-1.7885527886132,-1.83761762764043,-1.64285661892306,-1.2264947496473,-0.540335963356589,-0.797341089840077
"SO89",5.75,0.28,49.38,24.87,0.48,0,0,0.14,0.33,0.57,18.27,-0.324285077661304,0.000890458890771168,-0.1262436340005,1.57457705819993,-1.80479349520943,-1.85866695531586,-1.66309640868282,-1.24216908307597,-0.547332328335986,-0.815459898691241
"SO90",20.78,0.23,39,37.27,0,1.51,0,0,0,0.22,1.13,-0.290341057162429,0.121286010634229,0.608606680156883,1.03546643978033,-0.200233103550465,0.628668915337514,1.22750962548601,1.30646103133528,0.682453879076717,-0.795858416554858
"SO91",15.57,0.67,32.93,43.26,0,4.51,0.01,0,0.22,0.19,2.76,-0.305413302516084,0.0749580847717206,0.442559555860405,1.08705479583959,-0.214106758602908,0.687520072283318,1.34392356897226,1.43148302119129,0.748142706833875,-0.901624425471651
"SO92",3.23,0.27,15.13,48.68,1.84,4.66,0,0,0.07,0.11,26.25,-0.313810890751503,0.0463173442021223,0.310257840017443,1.13250426186323,-0.226632223308349,0.741549327508236,1.4508803521105,1.54640467896233,0.808542849580337,-1.00033066513571
"SO93",2.87,0.22,40.59,45.26,3.16,1.46,0,0,0.46,0.17,6.01,-0.318489927748728,0.0286111023198519,0.204858380622131,1.17154740269794,-0.237724415817018,0.790380582883347,1.54762804292846,1.65041436982221,0.863226824117729,-1.09120728400273
"SO94",4.25,0.23,52.78,30.54,4.4,1.03,0.01,0,0.63,0.14,6.27,-0.321097287457822,0.017664752983525,0.120909749569096,1.2039541103892,-0.247307915409803,0.833673661330704,1.63348596665264,1.74277697410223,0.911807315077912,-1.17354509186905
"SO95",4.71,0.16,40.98,49.86,2.86,0,0,0,0.03,0.04,1.54,-0.322550449251143,0.0108974912432705,0.054070190982753,1.22953298048184,-0.255317479787158,0.87112669363467,1.7078495279712,1.82283911857869,0.953939936853826,-1.24670112024914
"SO96",3.2,0.02,24.98,64.54,0.7,0,0,0.02,0.29,0.02,6.34,-0.323360525693571,0.00671382147871796,0.000882989851965615,1.24813246322682,-0.261698493901232,0.902478241251001,1.77019450373435,1.89003383612418,0.989325694689955,-1.31010367124958
"SO97",10.86,0.8,21.21,52.25,0.06,0.24,0.1,0,0.04,0.1,14.39,-0.323812215022279,0.00412738063203838,-0.0414023641239034,1.25964178265057,-0.266407347211117,0.927509140062109,1.82008077536801,1.94388462022783,1.01771312720617,-1.36325681507571
"SO98",6.44,0.29,9,21.49,0.11,0.03,0.09,0,0.35,0.77,61.51,-0.32406403716181,0.00252838094045176,-0.0749724723045785,1.26399161779283,-0.269411736722107,0.946044051947368,1.85715547417071,1.98400884511428,1.03890011485759,-1.4057443005586
"SO99",2.12,0,5.02,10.66,0.17,0,0,0,0.52,0.52,81.15,-0.324204144829901,0.0015398398314301,-0.101563146128793,1.26115454180307,-0.270690893669265,0.957952713051307,1.88115551675158,2.01012052662926,1.05273534117463,-1.43723284762397
"SP00",5.63,0.1,52.48,34.84,0.03,1.75,0,0.06,0.04,0.18,5.03,-0.276237819840504,0.131986798324526,0.263105409513227,-0.576555804184354,1.38389905221859,1.04625294668947,-0.172931007617154,-1.22870923375917,-0.920706204729391,-0.90053109279245
"SP01",14.03,0.29,46.08,35.27,0,3.4,0,0,0,0.25,0.8,-0.297556174794181,0.0815735195710891,0.167202602138299,-0.613941934650126,1.50372221089464,1.1431432216915,-0.18798248310858,-1.34503190573306,-1.00863505080203,-1.02000221251537
"SP02",10.56,0.4,42.34,39.34,0.01,5.71,0,0,0.01,0.4,1.35,-0.309433559962483,0.0504071416649221,0.0908037411556442,-0.647523887010035,1.61327314907131,1.23204969747359,-0.201753693984323,-1.45190371990161,-1.08945543416709,-1.13149213539608
"SP03",6.45,0.26,50.07,38.98,0.59,0.41,0.07,0,0.03,0.88,2.26,-0.316051244475565,0.0311395034162271,0.0299573233715653,-0.677104352574433,1.71180829413498,1.31235347628624,-0.214147801900429,-1.54856987128769,-1.16259533468682,-1.23413130141566
"SP04",2.92,0.16,52.24,30.31,2.13,0.01,0,0,0.58,0.33,11.56,-0.319738655672166,0.0192278678702416,-0.0184835864123891,-0.70250932151401,1.79865828510372,1.383495111395,-0.225077582442988,-1.63434711937843,-1.22753670447266,-1.32711872362443
"SP05",7.09,0.93,50.33,36.72,0.5,0.01,0,0.03,0.26,0,4.28,-0.321793532309888,0.0118638459988042,-0.0570241749131053,-0.723589119685195,1.87323255560946,1.44497853262954,-0.23446604339541,-1.70862865053282,-1.28381916223251,-1.40972826829033
"SP06",7.14,0.8,18.39,52.23,0.33,0,0,0.35,0.32,0,20.64,-0.322938834727396,0.00731124598892805,-0.087657492461079,-0.740219304105965,1.93502338746627,1.49637453514601,-0.242246971755985,-1.77088840592627,-1.33104328349184,-1.48131435686894
"SP07",6.36,0.21,13.17,52.71,0.1,0,0,0.02,0.56,0.03,27.03,-0.323577284668787,0.00449672394664747,-0.111967565357314,-0.752301411648409,1.98360940674962,1.5373238066631,-0.248365405586351,-1.82068484391815,-1.3688734629884,-1.54131704477483
"SP08",3.18,0.04,0.46,9.71,0.05,0.02,0,0,1.11,0.06,85.55,-0.323933154786128,0.00275671894726058,-0.131211344603224,-0.75976355636579,2.01865849805056,1.56753947160792,-0.252778027294133,-1.85766410967651,-1.39704032853361,-1.58926643673792
"SP09",5.1,0.14,6.2,22.49,0.46,0,0.33,0.1,0.96,2.5,61.95,-0.324131229716711,0.00168100479645075,-0.146383731770065,-0.762560871751591,2.03993011648006,1.58680913393794,-0.255453475500492,-1.88156258904105,-1.41534268877782,-1.62478640365421
"SP10",4.44,0.11,69.13,21.07,0.4,2.25,0,0,0.86,0.12,1.74,-0.265644253710009,0.100765962931217,-0.378079982728669,-1.59640563723919,0.541925509391944,-1.0459706678602,-0.888934564151876,0.790643114130082,1.14740080263543,-0.737454047809422
"SP11",5.62,0.37,57.1,30.06,0.1,5.8,0,0,0.15,0,0.99,-0.291654182820707,0.0622721660093719,-0.343807659423997,-1.6900602760181,0.590678095554628,-1.13964720321934,-0.971182996134241,0.866544230521511,1.25761862486106,-0.835552602000361
"SP12",6.58,0.1,46.15,44.11,0.1,0.69,0,0,0.27,0.38,1.76,-0.306145302130656,0.038474632222693,-0.316460974892444,-1.77362102135099,0.635335065851664,-1.22546607687938,-1.04666194127876,0.93632344221818,1.3589530093636,-0.927106000093322
"SP13",11.45,1.59,40.77,42.66,0.1,1.16,0.01,0,0.04,0.26,2.08,-0.31421913086488,0.0237625578272141,-0.294625050018868,-1.84659671149145,0.675593370634535,-1.30282987220878,-1.11484076695116,0.999487972246626,1.45068680700055,-1.01140022309971
"SP14",2.63,0.05,52.39,40.75,0.89,0,0,0,0.02,0.05,3.36,-0.318717777915583,0.0146672661619873,-0.277170094666606,-1.90855783048326,0.711179589509528,-1.37119960641774,-1.17523979526018,1.05559142425801,1.53217033075241,-1.08777749228907
"SP15",5.06,0.4,52.46,34.33,0.56,0.01,0,0.02,0.16,0.13,7.03,-0.321224603044931,0.00904436948448015,-0.26319295338795,-1.95913907029606,0.741851802708396,-1.43009851288445,-1.22743370148878,1.10423695880927,1.60282598819569,-1.15564142603885
"SP16",6.64,0.65,34.55,55.78,0.12,0.03,0,0.02,0.13,0,2.14,-0.32262168968838,0.00556817295085138,-0.251970378579822,-1.99804151984145,0.767401250846902,-1.47911539463097,-1.27105453415239,1.14508012310908,1.66215240875388,-1.214461722447
"SP17",8.48,0.41,16.26,51.18,0.01,0,0,0.07,0.43,0.03,23.28,-0.323400409220888,0.00341910937859117,-0.242921612904872,-2.02503446755303,0.787653771583203,-1.5179075251618,-1.30579433506586,1.17783131389144,1.70972803600248,-1.26377833073976
"SP18",2.75,0.2,8.26,16.87,1.78,0,0,0.56,0.51,0.02,69.23,-0.323834422275426,0.00209050751356593,-0.235578344639132,-2.03995680645671,0.802471003184222,-1.54620307599306,-1.33140734058016,1.20225785564022,1.74521415904736,-1.30320507844815
"SP19",6.16,0.11,33.56,18.35,0.26,0,0.03,0.52,0.96,0.81,39.51,-0.324076028282386,0.00126913356281252,-0.229560481216623,-2.04271803296982,0.811751346574828,-1.56380305346435,-1.34771174806694,1.21818567907923,1.76835736092731,-1.3324327255309
"SP20",2.11,0,62.44,27.12,0.41,1.93,0,0.02,0.67,0,5.51,-0.259968873247658,0.0375359363633964,-0.869413950480753,-0.78843089061242,-1.14995703951653,-0.356976282248856,1.31846959783358,0.0306147570407047,-1.24322898374481,-0.346216924708532
"SP21",5.16,0.08,61.44,24.61,0.49,6.02,0,0.02,0.01,0,2.39,-0.288492035304397,0.0231821344466485,-0.735388047777269,-0.837478677942654,-1.24392339064606,-0.387890024691474,1.44334342602498,0.034176070455417,-1.36198685479324,-0.393081705685922
"SP22",4.88,0.2,51.78,40.33,0.28,1.16,0,0.04,0.04,0,1.39,-0.304383293284191,0.0143083724633035,-0.628541075153609,-0.88141661537956,-1.3295767444288,-0.4161630963829,1.55806495502543,0.0374764072361978,-1.47114436971597,-0.436845552062052
"SP23",3.78,0.2,49.29,44,0.51,0.2,0,0,0.03,0,2.22,-0.313237146339107,0.00882245391893608,-0.543345791066014,-0.919986569339853,-1.40633576102118,-0.441598688270478,1.6618278369365,0.0404924744088453,-1.56992911481086,-0.477167204382003
"SP24",2.54,0.15,58.19,36.81,0.16,0,0,0,0.01,0,2.21,-0.318170346202654,0.00543095499169308,-0.475395076179881,-0.952961660937335,-1.47367902280431,-0.464019601728716,1.75390220580979,0.0432029711775506,-1.65764156096608,-0.513732069125251
"SP25",4.85,0.19,54.53,33.61,1.41,0,0,0.07,0.27,0.14,5.17,-0.320919258439081,0.00333426242312825,-0.421173909603254,-0.980147617877848,-1.53114860464023,-0.483269492048692,1.83363984682248,0.0455887403119295,-1.73366005064179,-0.5462546845042
"SP26",6.08,0.68,45.37,37.66,1.08,0,0,0.02,0.17,0.09,9.02,-0.32245120739511,0.00203804293050391,-0.377877507920186,-1.00138393693345,-1.57835321742689,-0.49921396816386,1.90047879711231,0.047632904557212,-1.79744523913751,-0.57448096126075
"SP27",6.66,1.31,33.71,42.49,0.21,0,0,0.16,0.13,0.08,15.4,-0.323305052987647,0.00123669153766375,-0.343266215289326,-1.01654484993878,-1.61497090317027,-0.511741540810425,1.95394734535528,0.0493209870892967,-1.84854395816648,-0.598190180776288
"SP28",6.23,0.91,43.56,40.15,0.44,0,0,0.23,0.91,0.12,7.69,-0.323780912214044,0.000741277942388985,-0.315549635074048,-1.02554008739265,-1.64075126280279,-0.520764412363781,1.99366740134838,0.0506410151477922,-1.88659247380051,-0.617196734681216
"SP29",6.19,1.83,44.33,30.82,0.63,0.01,0,1.16,3.47,0.36,11.29,-0.324045823643314,0.000435002036134845,-0.293294006941356,-1.0283154349249,-1.65551720111832,-0.526219102684607,2.01935721124656,0.051583606097569,-1.91131911509459,-0.631351592147281
"SP30",1.82,0.06,56.54,32.09,1.14,0,0,0.3,2.07,0.03,6.11,-0.259966344580311,-0.0376280607066153,-0.869495216534726,0.866208445094499,-0.539853501247849,1.35498764899066,-0.465839553426472,-0.737321113163554,1.26666942325201,0.178583632018751
"SP31",11.24,0.85,47.43,33.63,0.57,0.32,0,0.12,0.06,0,5.86,-0.288490164804578,-0.0232856114603405,-0.735450293167608,0.908388489183879,-0.582333211382838,1.47984258033348,-0.508332572695822,-0.80677514627474,1.38818416290558,0.200372552857142
"SP32",6.82,0.12,66.08,23.43,0.42,0.28,0,0.01,0.04,0,2.91,-0.304381761241221,-0.0144188797168957,-0.628588416527267,0.945476191947623,-0.620975219812474,1.59438065070969,-0.547301144901764,-0.870570455089334,1.49989691428005,0.220644054978918
"SP33",2.41,0,53.33,42.64,0.02,0.05,0,0.02,0.03,0,1.63,-0.313235782125196,-0.00893731490618631,-0.543381459076624,0.977253423303639,-0.655517287828488,1.69780487745087,-0.582471402672852,-0.928256661552361,1.60101736248034,0.239240067997584
"SP34",2.66,0.03,44.02,51.33,1.03,0.02,0,0,0.01,0,0.97,-0.318169058955377,-0.00554851228805818,-0.47542160498491,1.00353298829365,-0.68572479817112,1.78939506882422,-0.613595987489585,-0.979426218455866,1.6908296119811,0.256015503366145
"SP35",4.34,0.43,55.16,35.61,0.32,0.03,0,0.08,0.43,0.01,3.73,-0.320917999860788,-0.00345348956895809,-0.421193286183782,1.0241597459697,-0.711392361380363,1.86851287439157,-0.640455801389511,-1.02371730808493,1.76869728857043,0.270839391700416
"SP36",4.24,0.17,54.06,23.05,3.29,0,0,0,0.2,0.02,15.09,-0.322449951835029,-0.00215830410072957,-0.377891289709033,1.03901154186118,-0.732345225693771,1.93460627132918,-0.662861561933163,-1.06081642107355,1.83406808403553,0.283595911006246
"SP37",9.7,0.73,25,26.58,1.18,0,0,0.52,0.89,0.12,35.43,-0.323303786805183,-0.00135759269407706,-0.343275622812674,1.04799994832052,-0.748440480720917,1.98721345491918,-0.680655149305398,-1.09046059694443,1.88647771088163,0.294185297692466
"SP38",2.88,0.19,27.41,28.14,0.07,0,0,0.4,0.28,0.18,40.52,-0.323779628115469,-0.00086257460170707,-0.315555624903153,1.0510708081629,-0.759568046508841,2.02596610552418,-0.693710735872038,-1.11243931016927,1.92555323850391,0.302524633155761
"SP39",3.69,0.33,41.82,29.15,0.37,0,0,0.05,0.28,0.08,24.4,-0.324044517677484,-0.000556542051895871,-0.293297329137458,1.04820457816093,-0.765651441056524,2.05059200865595,-0.701935690026724,-1.12659598806637,1.95101578656884,0.308548499685354
"SP40",10.03,0.17,34.87,37.51,6.39,0,0,0.44,3.07,0,7.63,-0.265637117173746,-0.100861691132486,-0.378285409142151,1.36259505559105,1.22172823385054,-0.202921963617397,-0.647682912549359,1.21105880324006,-1.08751871837187,0.710993748778239
"SP41",8.09,0.36,49.97,26,3.85,0.24,0,0.42,0.85,0.1,10.28,-0.291648811001447,-0.0623776493117502,-0.343967084061703,1.43206259836525,1.32763963572121,-0.21978486295272,-0.707173257677182,1.32675309405141,-1.19121063631376,0.802322341944533
"SP42",5.4,0.32,64.12,25.53,1.82,0.12,0,0.09,0.08,0,2.73,-0.306140833493173,-0.0385862398401087,-0.316583892615425,1.49338023313709,1.42447523563603,-0.235174106800163,-0.761747046419723,1.43308980370082,-1.28651044813765,0.887450807660374
"SP43",1.24,0,53.49,36.9,1.43,0.05,0,0.1,0.07,0,6.76,-0.314215105879688,-0.0238780107145516,-0.294718990695146,1.54618757577845,1.51157827323775,-0.248982613994312,-0.811020859204437,1.52931846799161,-1.37274413738482,0.96571556725207
"SP44",1.73,0.12,50.92,36.08,0.9,0.02,0,0.14,0.25,0.01,9.92,-0.318713952013745,-0.0147851335870084,-0.277241029948282,1.59017380217152,1.58835753231372,-0.261114226702196,-0.854648260193716,1.61475947878612,-1.4493013772522,1.03650621108798
"SP45",1.18,0,55.48,41.59,0.01,0,0,0,0.47,0,1.34,-0.321220846289342,-0.00916375311967559,-0.263245619672102,1.62507950333406,1.65429138408868,-0.271484384866844,-0.892322249475344,1.68880891526146,-1.51563987851262,1.09927028101063
"SP46",2.07,0.08,46,45.72,0.09,0,0,0.09,1.62,0,4.42,-0.322617933087056,-0.00568850860047388,-0.252008533441046,1.65069824161176,1.70893136299877,-0.28002072068737,-0.923777440729109,1.75094284591856,-1.57128926064727,1.15351760507654
"SP47",3.94,0.03,42.88,39.48,0.1,0,0,0.04,1.39,0.02,12.21,-0.32339661607542,-0.00354004249949071,-0.242948238734658,1.666877798448,1.75190525021761,-0.286663568920194,-0.948791948798806,1.80072107046153,-1.61585441834246,1.19882415040612
"SP48",2.31,0.09,61.09,32.99,0.02,0,0,0.06,0.18,0,3.35,-0.323830572937269,-0.00221181501738412,-0.235595810404531,1.67352110603332,1.78291964350825,-0.291366389365534,-0.967188973615813,1.83779027457554,-1.64901835903453,1.23483536366355
"SP49",1.8,0.12,42.78,36.42,1.04,0,0,0.17,0.29,0.06,17.4,-0.324072112073614,-0.0013906746229794,-0.229570671008159,1.67058685697816,1.80176199542844,-0.294096098509336,-0.978838069035616,1.86188657473963,-1.67054449089532,1.26126897264542
"SP50",8.08,0.32,32.46,23.41,6.59,0,0,0.21,0.62,0,28.4,-0.276227286685311,-0.132088382635042,0.262876278739435,0.103334516494503,0.864863856097684,-1.10114252695041,1.28517816531044,-1.04270765854308,0.778576736321345,1.12469332564644
"SP51",3.39,0.22,54.09,30.95,8.15,0,0,0.09,0.05,0,3.12,-0.297547946702411,-0.0816823238433361,0.167020038048884,0.103460530117598,0.940641586576988,-1.19954609701925,1.40661895321407,-1.14100753422563,0.853238054597632,1.26991433865179
"SP52",3.14,0.76,55.85,27.47,0.39,0.25,0,0.31,0.04,0,11.97,-0.309426497354559,-0.0505206133289307,0.0906593563307691,0.103197808582527,1.00996173423387,-1.2896830489299,1.51817154453631,-1.23130004224925,0.921874156212923,1.40530000272485
"SP53",3.59,0.13,63.75,27.06,0.2,0,0,0.02,0.12,0,5.22,-0.316044740268249,-0.0312559893206352,0.0298442489127087,0.102547737890707,1.07235434962331,-1.37092655684763,1.61905254682429,-1.31294815971297,0.983999788673648,1.52979532079782
"SP54",2.01,0.04,55.66,40.73,0.01,0.04,0,0.01,0.08,0,1.55,-0.319732387146007,-0.0193462985319396,-0.0185709765147376,0.101513968115065,1.12739612777863,-1.44271123043154,1.70855301814826,-1.38537545203825,1.03917542783736,1.64242964550134
"SP55",3.44,0.22,50.84,43.27,0.02,0,0,0,0.18,0,2.18,-0.321787328166169,-0.0119835301999159,-0.0570904898503178,0.100102393732707,1.17471330132194,-1.50453707647879,1.78604348178285,-1.44807016891488,1.0870104073182,1.74232428065713
"SP56",1.88,0.02,44.69,45.29,0,0,0,0,0.61,0,7.66,-0.322932604039511,-0.00743173733178637,-0.0877065100732451,0.0983211208106608,1.21398420078486,-1.55597300982537,1.85097838778818,-1.50058888792549,1.12716570552693,1.82869937242799
"SP57",2.01,0.07,26.37,58.93,0.04,0,0,0.06,0.05,0.04,12.62,-0.323570979019053,-0.00461773424860048,-0.112002384349109,0.0961804212204717,1.2449414644488,-1.59665988864834,1.90289998962229,-1.54255967970562,1.15935637031089,1.90088003579054
"SP58",1.69,0.05,42.17,49.78,0.73,0,0,0,0.17,0.04,5.46,-0.323926748154131,-0.00287806206523557,-0.131234509545237,0.0936926741337862,1.26737388236552,-1.6263130525886,1.94144160798249,-1.57368477183864,1.18335356369598,1.95830166789393
"SP59",0.81,0,33.6,37.48,7.99,0,0,1.07,0.04,0.8,18.37,-0.324124707841063,-0.00180256016939682,-0.146397335841828,0.0908722951258357,1.28112786167861,-1.64472434554302,1.96633025834158,-1.59374269219198,1.19898621189635,2.00051440615287
"SP60",1.78,0.84,47.16,42.71,3.91,0,0,0.04,0.05,0,3.56,-0.290328725702824,-0.121393899291572,0.608475616650561,-1.38305996730679,-0.92570539623377,0.8569296798652,-0.584358545705059,0.458471841505298,-0.271857659816232,1.32329764106488
"SP61",4.27,3.75,24.93,61.3,2.6,0,0,0.12,0.28,0.05,2.76,-0.305403066591551,-0.0750706281902386,0.442449804665962,-1.46456552455731,-1.00045994220024,0.936220854370288,-0.637789911899953,0.502570403266747,-0.297496979948195,1.49421650667882
"SP62",1.58,0.01,45.15,48.19,1.23,0,0,0.06,0.63,0.07,3.19,-0.313801683268254,-0.0464330274511374,0.310167567487462,-1.53730690666003,-1.06855532019453,1.00897205473317,-0.686793567663665,0.543113897248245,-0.32104865717953,1.65355903155662
"SP63",5.02,1.23,50.31,40.63,0.2,0,0,0,0.11,0,2.63,-0.318481181420107,-0.0287288922436611,0.204785681343702,-1.60085739581715,-1.12952999108622,1.07467762899134,-0.731025501831006,0.579816423326103,-0.342346248533861,1.80008399901196
"SP64",8.48,1.51,42.94,42.97,0.35,0.05,0,0.05,0.03,0,3.75,-0.321088701274013,-0.0177839498194125,0.120852741171783,-1.65484375174581,-1.18297035992657,1.132880582654,-0.770174989308956,0.612418996307242,-0.361239140924032,1.93264945434898
"SP65",1.93,0.51,53.82,39.34,0.19,0,0,0,0.05,0.09,4.13,-0.322541863616338,-0.0110176237716655,0.0540270743602037,-1.69894843071511,-1.22851360220375,1.18317577811508,-0.803966787965203,0.640691384838691,-0.377593622933382,2.05022164339977
"SP66",3.01,0.19,52.02,41.23,0.36,0,0,0.01,0.04,0,3.34,-0.323351855848229,-0.00683457389882009,0.000852084541270642,-1.73291148102944,-1.26585014892759,1.22521277670928,-0.832163088520574,0.664433749269838,-0.391293838155821,2.15188311518206
"SP67",2.22,0.1,54.29,40.74,0.04,0,0,0,1.45,0.02,1.28,-0.323803415654209,-0.00424854208359942,-0.0414226021545487,-1.75653210348052,-1.2947258133699,1.25869830331615,-0.854565203523875,0.683478066727942,-0.402242613246056,2.23683992482988
