Disp,comp_str,R_max,EnvNoiseSigma,FalseAbsenceFrac,Repeat,RunID,RunName,S_global,Occ_thresh,comp_conn
1e-4,0.8,5,0.001,0,C,653,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0,C,654,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0,C,655,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0,C,656,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0,C,657,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0,C,658,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0,C,659,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0,C,660,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0,C,661,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0,C,662,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0,C,663,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0,C,664,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0,C,665,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0,C,666,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0,C,667,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0,C,668,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0,C,669,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0,C,670,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0,C,671,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0,C,672,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0,C,673,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0,C,674,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0,C,675,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0,C,676,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0,C,677,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0,C,678,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0,C,679,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0,C,680,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0,C,681,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0,C,682,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0,C,683,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0,C,684,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0,C,685,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0,C,686,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0,C,687,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0,C,688,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0,C,689,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0,C,690,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0,C,691,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0,C,692,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0,C,693,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0,C,694,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0,C,695,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0,C,696,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0,C,697,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0,C,698,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0,C,699,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0,C,700,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0,C,701,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0,C,702,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0,C,703,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0,C,704,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0,C,705,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0,C,706,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0,C,707,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0,C,708,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0,C,709,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0,C,710,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0,C,711,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0,C,712,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0,C,713,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0,C,714,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0,C,715,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0,C,716,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0,C,717,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0,C,718,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0,C,719,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0,C,720,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0,C,721,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0,C,722,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0,C,723,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0,C,724,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0,C,725,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0,C,726,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0,C,727,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0,C,728,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0,C,729,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0.05,C,730,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0.05,C,731,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0.05,C,732,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0.05,C,733,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0.05,C,734,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0.05,C,735,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0.05,C,736,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0.05,C,737,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0.05,C,738,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0.05,C,739,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0.05,C,740,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0.05,C,741,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0.05,C,742,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0.05,C,743,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0.05,C,744,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0.05,C,745,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0.05,C,746,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0.05,C,747,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0.05,C,748,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0.05,C,749,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0.05,C,750,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0.05,C,751,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0.05,C,752,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0.05,C,753,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0.05,C,754,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0.05,C,755,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0.05,C,756,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0.05,C,757,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0.05,C,758,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0.05,C,759,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0.05,C,760,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0.05,C,761,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0.05,C,762,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0.05,C,763,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0.05,C,764,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0.05,C,765,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0.05,C,766,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0.05,C,767,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0.05,C,768,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0.05,C,769,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0.05,C,770,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0.05,C,771,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0.05,C,772,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0.05,C,773,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0.05,C,774,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0.05,C,775,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0.05,C,776,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0.05,C,777,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0.05,C,778,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0.05,C,779,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0.05,C,780,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0.05,C,781,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0.05,C,782,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0.05,C,783,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0.05,C,784,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0.05,C,785,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0.05,C,786,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0.05,C,787,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0.05,C,788,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0.05,C,789,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0.05,C,790,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0.05,C,791,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0.05,C,792,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0.05,C,793,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0.05,C,794,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0.05,C,795,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0.05,C,796,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0.05,C,797,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0.05,C,798,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0.05,C,799,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0.05,C,800,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0.05,C,801,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0.05,C,802,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0.05,C,803,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0.05,C,804,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0.05,C,805,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0.05,C,806,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0.05,C,807,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0.05,C,808,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0.05,C,809,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0.05,C,810,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0.1,C,811,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0.1,C,812,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0.1,C,813,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0.1,C,814,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0.1,C,815,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0.1,C,816,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0.1,C,817,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0.1,C,818,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0.1,C,819,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0.1,C,820,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0.1,C,821,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0.1,C,822,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0.1,C,823,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0.1,C,824,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0.1,C,825,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0.1,C,826,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0.1,C,827,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0.1,C,828,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0.1,C,829,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0.1,C,830,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0.1,C,831,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0.1,C,832,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0.1,C,833,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0.1,C,834,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0.1,C,835,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0.1,C,836,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0.1,C,837,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0.1,C,838,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0.1,C,839,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0.1,C,840,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0.1,C,841,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0.1,C,842,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0.1,C,843,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0.1,C,844,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0.1,C,845,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0.1,C,846,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0.1,C,847,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0.1,C,848,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0.1,C,849,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0.1,C,850,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0.1,C,851,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0.1,C,852,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0.1,C,853,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0.1,C,854,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0.1,C,855,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0.1,C,856,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0.1,C,857,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0.1,C,858,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0.1,C,859,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0.1,C,860,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0.1,C,861,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0.1,C,862,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0.1,C,863,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0.1,C,864,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0.1,C,865,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0.1,C,866,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0.1,C,867,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0.1,C,868,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0.1,C,869,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0.1,C,870,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0.1,C,871,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0.1,C,872,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0.1,C,873,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0.1,C,874,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0.1,C,875,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0.1,C,876,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0.1,C,877,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0.1,C,878,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0.1,C,879,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0.1,C,880,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0.1,C,881,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0.1,C,882,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0.1,C,883,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0.1,C,884,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0.1,C,885,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0.1,C,886,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0.1,C,887,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0.1,C,888,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0.1,C,889,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0.1,C,890,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0.1,C,891,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0.2,C,892,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0.2,C,893,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0.2,C,894,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0.2,C,895,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0.2,C,896,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0.2,C,897,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.001,0.2,C,898,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.001,0.2,C,899,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.001,0.2,C,900,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.001,0.2,C,901,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.001,0.2,C,902,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.001,0.2,C,903,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.001,0.2,C,904,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.001,0.2,C,905,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.001,0.2,C,906,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.001,0.2,C,907,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.001,0.2,C,908,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.001,0.2,C,909,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.001,0.2,C,910,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.001,0.2,C,911,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.001,0.2,C,912,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.001,0.2,C,913,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.001,0.2,C,914,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.001,0.2,C,915,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.001,0.2,C,916,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.001,0.2,C,917,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.001,0.2,C,918,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.01,0.2,C,919,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.01,0.2,C,920,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.01,0.2,C,921,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.01,0.2,C,922,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.01,0.2,C,923,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.01,0.2,C,924,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.01,0.2,C,925,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.01,0.2,C,926,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.01,0.2,C,927,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.01,0.2,C,928,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.01,0.2,C,929,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.01,0.2,C,930,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.01,0.2,C,931,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.01,0.2,C,932,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.01,0.2,C,933,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.01,0.2,C,934,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.01,0.2,C,935,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.01,0.2,C,936,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.01,0.2,C,937,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.01,0.2,C,938,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.01,0.2,C,939,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.01,0.2,C,940,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.01,0.2,C,941,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.01,0.2,C,942,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.01,0.2,C,943,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.01,0.2,C,944,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.01,0.2,C,945,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.1,0.2,C,946,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.1,0.2,C,947,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.1,0.2,C,948,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.1,0.2,C,949,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.1,0.2,C,950,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.1,0.2,C,951,TrialObsQual,50,0.1,0.01
1e-5,1.1,5,0.1,0.2,C,952,TrialObsQual,50,0.1,0.01
1e-4,1.1,5,0.1,0.2,C,953,TrialObsQual,50,0.1,0.01
0.001,1.1,5,0.1,0.2,C,954,TrialObsQual,50,0.1,0.01
1e-5,0.3,20,0.1,0.2,C,955,TrialObsQual,50,0.1,0.01
1e-4,0.3,20,0.1,0.2,C,956,TrialObsQual,50,0.1,0.01
0.001,0.3,20,0.1,0.2,C,957,TrialObsQual,50,0.1,0.01
1e-5,0.8,20,0.1,0.2,C,958,TrialObsQual,50,0.1,0.01
1e-4,0.8,20,0.1,0.2,C,959,TrialObsQual,50,0.1,0.01
0.001,0.8,20,0.1,0.2,C,960,TrialObsQual,50,0.1,0.01
1e-5,1.1,20,0.1,0.2,C,961,TrialObsQual,50,0.1,0.01
1e-4,1.1,20,0.1,0.2,C,962,TrialObsQual,50,0.1,0.01
0.001,1.1,20,0.1,0.2,C,963,TrialObsQual,50,0.1,0.01
1e-5,0.3,40,0.1,0.2,C,964,TrialObsQual,50,0.1,0.01
1e-4,0.3,40,0.1,0.2,C,965,TrialObsQual,50,0.1,0.01
0.001,0.3,40,0.1,0.2,C,966,TrialObsQual,50,0.1,0.01
1e-5,0.8,40,0.1,0.2,C,967,TrialObsQual,50,0.1,0.01
1e-4,0.8,40,0.1,0.2,C,968,TrialObsQual,50,0.1,0.01
0.001,0.8,40,0.1,0.2,C,969,TrialObsQual,50,0.1,0.01
1e-5,1.1,40,0.1,0.2,C,970,TrialObsQual,50,0.1,0.01
1e-4,1.1,40,0.1,0.2,C,971,TrialObsQual,50,0.1,0.01
0.001,1.1,40,0.1,0.2,C,972,TrialObsQual,50,0.1,0.01
1e-5,0.3,5,0.001,0,D,973,TrialObsQual,50,0.1,0.01
1e-4,0.3,5,0.001,0,D,974,TrialObsQual,50,0.1,0.01
0.001,0.3,5,0.001,0,D,975,TrialObsQual,50,0.1,0.01
1e-5,0.8,5,0.001,0,D,976,TrialObsQual,50,0.1,0.01
1e-4,0.8,5,0.001,0,D,977,TrialObsQual,50,0.1,0.01
0.001,0.8,5,0.001,0,D,978,TrialObsQual,50,0.1,0.01
